order_number,order_date,product_code,product_line,quantity_ordered,price_each,sales,country,year,month,quarter,product_id
10214,2004-01-26,S18_2248,Vintage Cars,21,62.96,1322.16,Spain,2004,1,1,27
10227,2004-03-02,S18_2248,Vintage Cars,28,50.85,1423.8,France,2004,3,1,27
10241,2004-04-13,S18_2248,Vintage Cars,33,72.65,2397.45,France,2004,4,2,27
10280,2004-08-17,S18_2248,Vintage Cars,25,62.96,1574.0,Italy,2004,8,3,27
10288,2004-09-01,S18_2248,Vintage Cars,28,61.75,1729.0,Singapore,2004,9,3,27
10303,2004-10-06,S18_2248,Vintage Cars,46,49.04,2255.84,Spain,2004,10,4,27
10312,2004-10-21,S18_2248,Vintage Cars,30,61.15,1834.5,USA,2004,10,4,27
10332,2004-11-17,S18_2248,Vintage Cars,38,84.25,3201.5,UK,2004,11,4,27
10344,2004-11-25,S18_2248,Vintage Cars,40,56.91,2276.4,France,2004,11,4,27
10367,2005-01-12,S18_2248,Vintage Cars,45,100.0,8884.8,USA,2005,1,1,27
10379,2005-02-10,S18_2248,Vintage Cars,27,49.3,1331.1,Spain,2005,2,1,27
10407,2005-04-22,S18_2248,Vintage Cars,42,72.65,3051.3,USA,2005,4,2,27
10420,2005-05-29,S18_2248,Vintage Cars,36,63.57,2288.52,Australia,2005,5,2,27
10104,2003-01-31,S18_2319,Trucks and Buses,29,100.0,3772.61,Spain,2003,1,1,28
10114,2003-04-01,S18_2319,Trucks and Buses,39,100.0,4164.42,France,2003,4,2,28
10127,2003-06-03,S18_2319,Trucks and Buses,45,100.0,6295.95,USA,2003,6,2,28
10141,2003-08-01,S18_2319,Trucks and Buses,47,100.0,6287.66,Finland,2003,8,3,28
10151,2003-09-21,S18_2319,Trucks and Buses,49,100.0,5412.54,Finland,2003,9,3,28
10165,2003-10-22,S18_2319,Trucks and Buses,46,100.0,5984.14,Singapore,2003,10,4,28
10175,2003-11-06,S18_2319,Trucks and Buses,48,100.0,5891.04,UK,2003,11,4,28
10184,2003-11-14,S18_2319,Trucks and Buses,46,100.0,5984.14,Spain,2003,11,4,28
10195,2003-11-25,S18_2319,Trucks and Buses,35,100.0,3608.15,USA,2003,11,4,28
10207,2003-12-09,S18_2319,Trucks and Buses,43,100.0,5752.54,USA,2003,12,4,28
10229,2004-03-11,S18_2319,Trucks and Buses,26,100.0,3765.32,USA,2004,3,1,28
10246,2004-05-05,S18_2319,Trucks and Buses,22,98.18,2159.96,Spain,2004,5,2,28
10259,2004-06-15,S18_2319,Trucks and Buses,34,99.41,3379.94,Singapore,2004,6,2,28
10271,2004-07-20,S18_2319,Trucks and Buses,50,100.0,5093.5,USA,2004,7,3,28
10281,2004-08-19,S18_2319,Trucks and Buses,48,100.0,5773.44,USA,2004,8,3,28
10292,2004-09-08,S18_2319,Trucks and Buses,41,100.0,4528.86,USA,2004,9,3,28
10305,2004-10-13,S18_2319,Trucks and Buses,36,100.0,4816.08,USA,2004,10,4,28
10313,2004-10-22,S18_2319,Trucks and Buses,29,100.0,3416.78,Canada,2004,10,4,28
10324,2004-11-05,S18_2319,Trucks and Buses,33,37.48,1236.84,USA,2004,11,4,28
10334,2004-11-19,S18_2319,Trucks and Buses,46,100.0,5814.86,Sweden,2004,11,4,28
10349,2004-12-01,S18_2319,Trucks and Buses,38,100.0,5223.48,USA,2004,12,4,28
10358,2004-12-10,S18_2319,Trucks and Buses,20,36.42,728.4,Spain,2004,12,4,28
10370,2005-01-20,S18_2319,Trucks and Buses,22,100.0,3949.0,Australia,2005,1,1,28
10383,2005-02-22,S18_2319,Trucks and Buses,27,100.0,3843.99,Spain,2005,2,1,28
10412,2005-05-03,S18_2319,Trucks and Buses,56,98.18,5498.08,Spain,2005,5,2,28
10425,2005-05-31,S18_2319,Trucks and Buses,38,99.41,3777.58,France,2005,5,2,28
10101,2003-01-09,S18_2325,Vintage Cars,25,100.0,3782.0,Germany,2003,1,1,29
10110,2003-03-18,S18_2325,Vintage Cars,33,100.0,3859.68,UK,2003,3,1,29
10124,2003-05-21,S18_2325,Vintage Cars,42,100.0,4431.84,USA,2003,5,2,29
10149,2003-09-12,S18_2325,Vintage Cars,33,100.0,4950.33,USA,2003,9,3,29
10162,2003-10-18,S18_2325,Vintage Cars,38,100.0,4299.7,USA,2003,10,4,29
10173,2003-11-05,S18_2325,Vintage Cars,31,100.0,4492.83,Italy,2003,11,4,29
10182,2003-11-12,S18_2325,Vintage Cars,20,100.0,2212.0,USA,2003,11,4,29
10193,2003-11-21,S18_2325,Vintage Cars,44,100.0,4642.88,Australia,2003,11,4,29
10204,2003-12-02,S18_2325,Vintage Cars,26,100.0,3206.32,USA,2003,12,4,29
10214,2004-01-26,S18_2325,Vintage Cars,27,100.0,3604.23,Spain,2004,1,1,29
10227,2004-03-02,S18_2325,Vintage Cars,46,100.0,7017.76,France,2004,3,1,29
10243,2004-04-26,S18_2325,Vintage Cars,47,100.0,6154.18,USA,2004,4,2,29
10280,2004-08-17,S18_2325,Vintage Cars,37,100.0,4750.8,Italy,2004,8,3,29
10288,2004-09-01,S18_2325,Vintage Cars,31,100.0,3822.92,Singapore,2004,9,3,29
10304,2004-10-11,S18_2325,Vintage Cars,24,100.0,2440.8,France,2004,10,4,29
10312,2004-10-21,S18_2325,Vintage Cars,31,100.0,4729.36,USA,2004,10,4,29
10322,2004-11-04,S18_2325,Vintage Cars,50,100.0,12536.5,USA,2004,11,4,29
10332,2004-11-17,S18_2325,Vintage Cars,35,64.69,2264.15,UK,2004,11,4,29
10344,2004-11-25,S18_2325,Vintage Cars,30,100.0,3928.2,France,2004,11,4,29
10356,2004-12-09,S18_2325,Vintage Cars,29,100.0,3630.22,France,2004,12,4,29
10367,2005-01-12,S18_2325,Vintage Cars,27,100.0,4196.07,USA,2005,1,1,29
10380,2005-02-16,S18_2325,Vintage Cars,40,100.0,4931.6,Spain,2005,2,1,29
10390,2005-03-04,S18_2325,Vintage Cars,31,98.99,3068.69,USA,2005,3,1,29
10409,2005-04-23,S18_2325,Vintage Cars,6,100.0,785.64,Singapore,2005,4,2,29
10420,2005-05-29,S18_2325,Vintage Cars,45,100.0,4977.0,Australia,2005,5,2,29
10103,2003-01-29,S18_2432,Trucks and Buses,22,54.09,1189.98,Norway,2003,1,1,30
10114,2003-04-01,S18_2432,Trucks and Buses,45,68.67,3090.15,France,2003,4,2,30
10126,2003-05-28,S18_2432,Trucks and Buses,43,65.02,2795.86,Spain,2003,5,2,30
10140,2003-07-24,S18_2432,Trucks and Buses,46,61.99,2851.54,USA,2003,7,3,30
10151,2003-09-21,S18_2432,Trucks and Buses,39,69.28,2701.92,Finland,2003,9,3,30
10165,2003-10-22,S18_2432,Trucks and Buses,31,71.1,2204.1,Singapore,2003,10,4,30
10175,2003-11-06,S18_2432,Trucks and Buses,41,69.28,2840.48,UK,2003,11,4,30
10184,2003-11-14,S18_2432,Trucks and Buses,44,60.16,2647.04,Spain,2003,11,4,30
10194,2003-11-25,S18_2432,Trucks and Buses,45,70.49,3172.05,France,2003,11,4,30
10207,2003-12-09,S18_2432,Trucks and Buses,37,69.89,2585.93,USA,2003,12,4,30
10217,2004-02-04,S18_2432,Trucks and Buses,35,61.38,2148.3,Singapore,2004,2,1,30
10229,2004-03-11,S18_2432,Trucks and Buses,28,59.55,1667.4,USA,2004,3,1,30
10246,2004-05-05,S18_2432,Trucks and Buses,30,61.99,1859.7,Spain,2004,5,2,30
10259,2004-06-15,S18_2432,Trucks and Buses,30,49.22,1476.6,Singapore,2004,6,2,30
10271,2004-07-20,S18_2432,Trucks and Buses,25,69.28,1732.0,USA,2004,7,3,30
10281,2004-08-19,S18_2432,Trucks and Buses,29,57.73,1674.17,USA,2004,8,3,30
10291,2004-09-08,S18_2432,Trucks and Buses,26,57.73,1500.98,Sweden,2004,9,3,30
10305,2004-10-13,S18_2432,Trucks and Buses,41,53.48,2192.68,USA,2004,10,4,30
10313,2004-10-22,S18_2432,Trucks and Buses,34,52.87,1797.58,Canada,2004,10,4,30
10322,2004-11-04,S18_2432,Trucks and Buses,35,61.21,2142.35,USA,2004,11,4,30
10334,2004-11-19,S18_2432,Trucks and Buses,34,61.38,2086.92,Sweden,2004,11,4,30
10347,2004-11-29,S18_2432,Trucks and Buses,50,100.0,6834.5,Australia,2004,11,4,30
10357,2004-12-10,S18_2432,Trucks and Buses,41,61.99,2541.59,USA,2004,12,4,30
10370,2005-01-20,S18_2432,Trucks and Buses,22,96.86,2130.92,Australia,2005,1,1,30
10381,2005-02-17,S18_2432,Trucks and Buses,35,48.62,1701.7,USA,2005,2,1,30
10391,2005-03-09,S18_2432,Trucks and Buses,44,38.5,1694.0,Australia,2005,3,1,30
10412,2005-05-03,S18_2432,Trucks and Buses,47,61.99,2913.53,Spain,2005,5,2,30
10425,2005-05-31,S18_2432,Trucks and Buses,19,49.22,935.18,France,2005,5,2,30
10106,2003-02-17,S18_2581,Planes,34,90.39,3073.26,Italy,2003,2,1,31
10120,2003-04-29,S18_2581,Planes,29,71.81,2082.49,Australia,2003,4,2,31
10133,2003-06-27,S18_2581,Planes,49,69.27,3394.23,Spain,2003,6,2,31
10145,2003-08-25,S18_2581,Planes,30,85.32,2559.6,USA,2003,8,3,31
10168,2003-10-28,S18_2581,Planes,21,70.96,1490.16,USA,2003,10,4,31
10210,2004-01-12,S18_2581,Planes,50,76.88,3844.0,Japan,2004,1,1,31
10223,2004-02-20,S18_2581,Planes,47,100.0,4724.91,Australia,2004,2,1,31
10235,2004-04-02,S18_2581,Planes,24,76.03,1824.72,Canada,2004,4,2,31
10250,2004-05-11,S18_2581,Planes,27,98.84,2668.68,USA,2004,5,2,31
10263,2004-06-28,S18_2581,Planes,33,86.17,2843.61,USA,2004,6,2,31
10275,2004-07-23,S18_2581,Planes,35,90.39,3163.65,France,2004,7,3,31
10284,2004-08-21,S18_2581,Planes,31,71.81,2226.11,Norway,2004,8,3,31
10297,2004-09-16,S18_2581,Planes,25,82.79,2069.75,Ireland,2004,9,3,31
10308,2004-10-15,S18_2581,Planes,27,82.79,2235.33,USA,2004,10,4,31
10318,2004-11-02,S18_2581,Planes,31,100.0,3116.43,USA,2004,11,4,31
10327,2004-11-10,S18_2581,Planes,45,100.0,4781.7,Denmark,2004,11,4,31
10339,2004-11-23,S18_2581,Planes,27,100.0,2810.7,Japan,2004,11,4,31
10353,2004-12-04,S18_2581,Planes,27,100.0,3515.67,USA,2004,12,4,31
10374,2005-02-02,S18_2581,Planes,42,69.27,2909.34,Australia,2005,2,1,31
10386,2005-03-01,S18_2581,Planes,21,74.77,1570.17,Spain,2005,3,1,31
10398,2005-03-30,S18_2581,Planes,34,76.88,2613.92,France,2005,3,1,31
10401,2005-04-03,S18_2581,Planes,42,76.03,3193.26,USA,2005,4,2,31
10416,2005-05-10,S18_2581,Planes,15,98.84,1482.6,Italy,2005,5,2,31
10107,2003-02-24,S18_2625,Motorcycles,29,70.87,2055.23,USA,2003,2,1,32
10120,2003-04-29,S18_2625,Motorcycles,46,58.15,2674.9,Australia,2003,4,2,32
10134,2003-07-01,S18_2625,Motorcycles,30,61.78,1853.4,France,2003,7,3,32
10145,2003-08-25,S18_2625,Motorcycles,30,49.67,1490.1,USA,2003,8,3,32
10159,2003-10-10,S18_2625,Motorcycles,42,51.48,2162.16,USA,2003,10,4,32
10168,2003-10-28,S18_2625,Motorcycles,46,61.18,2814.28,USA,2003,10,4,32
10180,2003-11-11,S18_2625,Motorcycles,25,64.2,1605.0,France,2003,11,4,32
10188,2003-11-18,S18_2625,Motorcycles,32,65.42,2093.44,Norway,2003,11,4,32
10201,2003-12-01,S18_2625,Motorcycles,30,64.81,1944.3,USA,2003,12,4,32
10210,2004-01-12,S18_2625,Motorcycles,40,49.67,1986.8,Japan,2004,1,1,32
10223,2004-02-20,S18_2625,Motorcycles,28,60.57,1695.96,Australia,2004,2,1,32
10236,2004-04-03,S18_2625,Motorcycles,23,55.72,1281.56,USA,2004,4,2,32
10251,2004-05-18,S18_2625,Motorcycles,29,61.18,1774.22,USA,2004,5,2,32
10263,2004-06-28,S18_2625,Motorcycles,34,58.75,1997.5,USA,2004,6,2,32
10275,2004-07-23,S18_2625,Motorcycles,37,63.6,2353.2,France,2004,7,3,32
10285,2004-08-27,S18_2625,Motorcycles,20,49.06,981.2,USA,2004,8,3,32
10298,2004-09-27,S18_2625,Motorcycles,32,48.46,1550.72,France,2004,9,3,32
10308,2004-10-15,S18_2625,Motorcycles,34,52.09,1771.06,USA,2004,10,4,32
10318,2004-11-02,S18_2625,Motorcycles,42,52.7,2213.4,USA,2004,11,4,32
10329,2004-11-15,S18_2625,Motorcycles,38,100.0,5266.04,USA,2004,11,4,32
10339,2004-11-23,S18_2625,Motorcycles,30,62.16,1864.8,Japan,2004,11,4,32
10362,2005-01-05,S18_2625,Motorcycles,23,49.67,1142.41,USA,2005,1,1,32
10374,2005-02-02,S18_2625,Motorcycles,22,53.3,1172.6,Australia,2005,2,1,32
10389,2005-03-03,S18_2625,Motorcycles,39,100.0,6981.0,Sweden,2005,3,1,32
10402,2005-04-07,S18_2625,Motorcycles,55,55.72,3064.6,France,2005,4,2,32
10417,2005-05-13,S18_2625,Motorcycles,36,61.18,2202.48,Spain,2005,5,2,32
10101,2003-01-09,S18_2795,Vintage Cars,26,100.0,3773.38,Germany,2003,1,1,33
10110,2003-03-18,S18_2795,Vintage Cars,31,100.0,5074.39,UK,2003,3,1,33
10125,2003-05-21,S18_2795,Vintage Cars,34,100.0,6483.46,Australia,2003,5,2,33
10139,2003-07-16,S18_2795,Vintage Cars,41,100.0,7956.46,Australia,2003,7,3,33
10149,2003-09-12,S18_2795,Vintage Cars,23,100.0,4230.62,USA,2003,9,3,33
10162,2003-10-18,S18_2795,Vintage Cars,48,100.0,7209.12,USA,2003,10,4,33
10173,2003-11-05,S18_2795,Vintage Cars,22,100.0,3452.68,Italy,2003,11,4,33
10182,2003-11-12,S18_2795,Vintage Cars,21,100.0,3047.73,USA,2003,11,4,33
10193,2003-11-21,S18_2795,Vintage Cars,22,100.0,3675.32,Australia,2003,11,4,33
10205,2003-12-03,S18_2795,Vintage Cars,40,100.0,7492.4,Spain,2003,12,4,33
10214,2004-01-26,S18_2795,Vintage Cars,50,100.0,9534.5,Spain,2004,1,1,33
10227,2004-03-02,S18_2795,Vintage Cars,29,100.0,5579.02,France,2004,3,1,33
10244,2004-04-29,S18_2795,Vintage Cars,43,100.0,5950.34,Spain,2004,4,2,33
10255,2004-06-04,S18_2795,Vintage Cars,24,100.0,3726.0,France,2004,6,2,33
10280,2004-08-17,S18_2795,Vintage Cars,22,100.0,4455.0,Italy,2004,8,3,33
10289,2004-09-03,S18_2795,Vintage Cars,43,100.0,8272.34,Norway,2004,9,3,33
10304,2004-10-11,S18_2795,Vintage Cars,20,100.0,3577.6,France,2004,10,4,33
10312,2004-10-21,S18_2795,Vintage Cars,25,100.0,3881.25,USA,2004,10,4,33
10322,2004-11-04,S18_2795,Vintage Cars,36,100.0,5797.44,USA,2004,11,4,33
10332,2004-11-17,S18_2795,Vintage Cars,24,52.67,1264.08,UK,2004,11,4,33
10347,2004-11-29,S18_2795,Vintage Cars,21,100.0,4815.3,Australia,2004,11,4,33
10356,2004-12-09,S18_2795,Vintage Cars,30,100.0,4462.2,France,2004,12,4,33
10367,2005-01-12,S18_2795,Vintage Cars,32,94.79,3033.28,USA,2005,1,1,33
10380,2005-02-16,S18_2795,Vintage Cars,21,47.18,990.78,Spain,2005,2,1,33
10390,2005-03-04,S18_2795,Vintage Cars,26,78.11,2030.86,USA,2005,3,1,33
10421,2005-05-29,S18_2795,Vintage Cars,35,100.0,5433.75,USA,2005,5,2,33
10109,2003-03-10,S18_2870,Classic Cars,26,100.0,3157.44,USA,2003,3,1,34
10123,2003-05-20,S18_2870,Classic Cars,46,100.0,5161.2,France,2003,5,2,34
10137,2003-07-10,S18_2870,Classic Cars,37,100.0,4346.76,France,2003,7,3,34
10148,2003-09-11,S18_2870,Classic Cars,27,100.0,3528.36,Australia,2003,9,3,34
10161,2003-10-17,S18_2870,Classic Cars,23,100.0,3187.8,Denmark,2003,10,4,34
10172,2003-11-05,S18_2870,Classic Cars,39,100.0,6023.16,USA,2003,11,4,34
10181,2003-11-12,S18_2870,Classic Cars,27,100.0,3884.76,Norway,2003,11,4,34
10192,2003-11-20,S18_2870,Classic Cars,38,100.0,4965.84,USA,2003,11,4,34
10204,2003-12-02,S18_2870,Classic Cars,27,100.0,4169.88,USA,2003,12,4,34
10212,2004-01-16,S18_2870,Classic Cars,40,100.0,4910.4,Spain,2004,1,1,34
10226,2004-02-26,S18_2870,Classic Cars,24,100.0,3231.36,USA,2004,2,1,34
10241,2004-04-13,S18_2870,Classic Cars,44,100.0,6853.44,France,2004,4,2,34
10253,2004-06-01,S18_2870,Classic Cars,37,100.0,5177.04,UK,2004,6,2,34
10266,2004-07-06,S18_2870,Classic Cars,20,100.0,2824.8,Italy,2004,7,3,34
10278,2004-08-06,S18_2870,Classic Cars,39,100.0,4324.32,USA,2004,8,3,34
10287,2004-08-30,S18_2870,Classic Cars,44,100.0,5052.96,Switzerland,2004,8,3,34
10301,2003-10-05,S18_2870,Classic Cars,22,100.0,3223.44,Norway,2003,10,4,34
10311,2004-10-16,S18_2870,Classic Cars,43,100.0,5278.68,Spain,2004,10,4,34
10321,2004-11-04,S18_2870,Classic Cars,27,100.0,2851.2,USA,2004,11,4,34
10331,2004-11-17,S18_2870,Classic Cars,26,64.9,1687.4,USA,2004,11,4,34
10343,2004-11-24,S18_2870,Classic Cars,25,52.32,1308.0,France,2004,11,4,34
10366,2005-01-10,S18_2870,Classic Cars,49,100.0,6144.6,Belgium,2005,1,1,34
10379,2005-02-10,S18_2870,Classic Cars,29,100.0,5127.2,Spain,2005,2,1,34
10407,2005-04-22,S18_2870,Classic Cars,41,100.0,6386.16,USA,2005,4,2,34
10419,2005-05-17,S18_2870,Classic Cars,55,100.0,7695.6,Austria,2005,5,2,34
10103,2003-01-29,S18_2949,Vintage Cars,27,83.07,2242.89,Norway,2003,1,1,35
10112,2003-03-24,S18_2949,Vintage Cars,23,100.0,2539.89,Sweden,2003,3,1,35
10126,2003-05-28,S18_2949,Vintage Cars,31,90.17,2795.27,Spain,2003,5,2,35
10139,2003-07-16,S18_2949,Vintage Cars,46,100.0,5545.76,Australia,2003,7,3,35
10150,2003-09-19,S18_2949,Vintage Cars,47,91.18,4285.46,Singapore,2003,9,3,35
10163,2003-10-20,S18_2949,Vintage Cars,31,100.0,3329.09,USA,2003,10,4,35
10174,2003-11-06,S18_2949,Vintage Cars,46,100.0,5592.22,Australia,2003,11,4,35
10183,2003-11-13,S18_2949,Vintage Cars,37,89.15,3298.55,USA,2003,11,4,35
10193,2003-11-21,S18_2949,Vintage Cars,28,93.21,2609.88,Australia,2003,11,4,35
10206,2003-12-05,S18_2949,Vintage Cars,37,90.17,3336.29,Canada,2003,12,4,35
10215,2004-01-29,S18_2949,Vintage Cars,49,100.0,5510.05,USA,2004,1,1,35
10228,2004-03-10,S18_2949,Vintage Cars,24,100.0,2504.4,USA,2004,3,1,35
10244,2004-04-29,S18_2949,Vintage Cars,30,100.0,3525.6,Spain,2004,4,2,35
10257,2004-06-14,S18_2949,Vintage Cars,50,88.14,4407.0,USA,2004,6,2,35
10270,2004-07-19,S18_2949,Vintage Cars,31,96.24,2983.44,Australia,2004,7,3,35
10280,2004-08-17,S18_2949,Vintage Cars,46,100.0,5126.24,Italy,2004,8,3,35
10291,2004-09-08,S18_2949,Vintage Cars,47,100.0,5713.79,Sweden,2004,9,3,35
10304,2004-10-11,S18_2949,Vintage Cars,46,100.0,4613.8,France,2004,10,4,35
10312,2004-10-21,S18_2949,Vintage Cars,37,100.0,3711.1,USA,2004,10,4,35
10322,2004-11-04,S18_2949,Vintage Cars,33,100.0,3524.73,USA,2004,11,4,35
10333,2004-11-18,S18_2949,Vintage Cars,31,90.17,2795.27,USA,2004,11,4,35
10347,2004-11-29,S18_2949,Vintage Cars,48,100.0,4814.4,Australia,2004,11,4,35
10357,2004-12-10,S18_2949,Vintage Cars,41,87.13,3572.33,USA,2004,12,4,35
10369,2005-01-20,S18_2949,Vintage Cars,42,100.0,4581.36,USA,2005,1,1,35
10381,2005-02-17,S18_2949,Vintage Cars,41,100.0,4319.76,USA,2005,2,1,35
10391,2005-03-09,S18_2949,Vintage Cars,32,45.25,1448.0,Australia,2005,3,1,35
10423,2005-05-30,S18_2949,Vintage Cars,10,88.14,881.4,Belgium,2005,5,2,35
10103,2003-01-29,S18_2957,Vintage Cars,35,57.46,2011.1,Norway,2003,1,1,36
10111,2003-03-25,S18_2957,Vintage Cars,28,64.33,1801.24,USA,2003,3,1,36
10126,2003-05-28,S18_2957,Vintage Cars,46,73.7,3390.2,Spain,2003,5,2,36
10139,2003-07-16,S18_2957,Vintage Cars,20,71.2,1424.0,Australia,2003,7,3,36
10150,2003-09-19,S18_2957,Vintage Cars,30,49.97,1499.1,Singapore,2003,9,3,36
10163,2003-10-20,S18_2957,Vintage Cars,48,69.96,3358.08,USA,2003,10,4,36
10173,2003-11-05,S18_2957,Vintage Cars,28,53.72,1504.16,Italy,2003,11,4,36
10183,2003-11-13,S18_2957,Vintage Cars,39,68.08,2655.12,USA,2003,11,4,36
10193,2003-11-21,S18_2957,Vintage Cars,24,51.84,1244.16,Australia,2003,11,4,36
10206,2003-12-05,S18_2957,Vintage Cars,28,67.46,1888.88,Canada,2003,12,4,36
10215,2004-01-29,S18_2957,Vintage Cars,31,58.71,1820.01,USA,2004,1,1,36
10228,2004-03-10,S18_2957,Vintage Cars,45,63.71,2866.95,USA,2004,3,1,36
10244,2004-04-29,S18_2957,Vintage Cars,24,58.09,1394.16,Spain,2004,4,2,36
10257,2004-06-14,S18_2957,Vintage Cars,49,53.72,2632.28,USA,2004,6,2,36
10269,2004-07-16,S18_2957,Vintage Cars,32,63.08,2018.56,Austria,2004,7,3,36
10280,2004-08-17,S18_2957,Vintage Cars,43,68.71,2954.53,Italy,2004,8,3,36
10291,2004-09-08,S18_2957,Vintage Cars,37,50.59,1871.83,Sweden,2004,9,3,36
10304,2004-10-11,S18_2957,Vintage Cars,24,64.96,1559.04,France,2004,10,4,36
10312,2004-10-21,S18_2957,Vintage Cars,35,53.72,1880.2,USA,2004,10,4,36
10322,2004-11-04,S18_2957,Vintage Cars,41,29.87,1224.67,USA,2004,11,4,36
10332,2004-11-17,S18_2957,Vintage Cars,26,100.0,2979.08,UK,2004,11,4,36
10347,2004-11-29,S18_2957,Vintage Cars,34,64.96,2208.64,Australia,2004,11,4,36
10357,2004-12-10,S18_2957,Vintage Cars,49,70.58,3458.42,USA,2004,12,4,36
10369,2005-01-20,S18_2957,Vintage Cars,28,44.21,1237.88,USA,2005,1,1,36
10381,2005-02-17,S18_2957,Vintage Cars,40,68.08,2723.2,USA,2005,2,1,36
10392,2005-03-10,S18_2957,Vintage Cars,37,59.96,2218.52,Austria,2005,3,1,36
10423,2005-05-30,S18_2957,Vintage Cars,31,53.72,1665.32,Belgium,2005,5,2,36
10106,2003-02-17,S18_3029,Ships,41,83.44,3421.04,Italy,2003,2,1,37
10119,2003-04-28,S18_3029,Ships,21,89.46,1878.66,Austria,2003,4,2,37
10130,2003-06-16,S18_3029,Ships,40,96.34,3853.6,USA,2003,6,2,37
10143,2003-08-10,S18_3029,Ships,46,74.84,3442.64,USA,2003,8,3,37
10155,2003-10-06,S18_3029,Ships,44,79.14,3482.16,Finland,2003,10,4,37
10167,2003-10-23,S18_3029,Ships,46,73.12,3363.52,Sweden,2003,10,4,37
10178,2003-11-08,S18_3029,Ships,41,81.72,3350.52,France,2003,11,4,37
10186,2003-11-14,S18_3029,Ships,32,89.46,2862.72,UK,2003,11,4,37
10197,2003-11-26,S18_3029,Ships,46,87.74,4036.04,Spain,2003,11,4,37
10209,2004-01-09,S18_3029,Ships,28,100.0,2817.92,USA,2004,1,1,37
10222,2004-02-19,S18_3029,Ships,49,94.62,4636.38,USA,2004,2,1,37
10248,2004-05-07,S18_3029,Ships,21,73.98,1553.58,USA,2004,5,2,37
10262,2004-06-24,S18_3029,Ships,32,84.3,2697.6,Spain,2004,6,2,37
10273,2004-07-21,S18_3029,Ships,34,98.06,3334.04,Belgium,2004,7,3,37
10283,2004-08-20,S18_3029,Ships,21,98.06,2059.26,Canada,2004,8,3,37
10296,2004-09-15,S18_3029,Ships,21,96.34,2023.14,Germany,2004,9,3,37
10307,2004-10-14,S18_3029,Ships,31,83.44,2586.64,USA,2004,10,4,37
10316,2004-11-01,S18_3029,Ships,21,94.62,1987.02,UK,2004,11,4,37
10327,2004-11-10,S18_3029,Ships,25,45.86,1146.5,Denmark,2004,11,4,37
10338,2004-11-22,S18_3029,Ships,28,82.58,2312.24,Belgium,2004,11,4,37
10350,2004-12-02,S18_3029,Ships,43,64.97,2793.71,Spain,2004,12,4,37
10373,2005-01-31,S18_3029,Ships,22,86.74,1908.28,Finland,2005,1,1,37
10386,2005-03-01,S18_3029,Ships,37,93.01,3441.37,Spain,2005,3,1,37
10398,2005-03-30,S18_3029,Ships,28,72.26,2023.28,France,2005,3,1,37
10400,2005-04-01,S18_3029,Ships,30,74.84,2245.2,USA,2005,4,2,37
10414,2005-05-06,S18_3029,Ships,44,73.98,3255.12,USA,2005,5,2,37
10103,2003-01-29,S18_3136,Vintage Cars,25,100.0,2539.5,Norway,2003,1,1,38
10111,2003-03-25,S18_3136,Vintage Cars,43,100.0,4818.15,USA,2003,3,1,38
10126,2003-05-28,S18_3136,Vintage Cars,30,97.39,2921.7,Spain,2003,5,2,38
10139,2003-07-16,S18_3136,Vintage Cars,20,90.06,1801.2,Australia,2003,7,3,38
10150,2003-09-19,S18_3136,Vintage Cars,26,100.0,2804.36,Singapore,2003,9,3,38
10163,2003-10-20,S18_3136,Vintage Cars,40,100.0,4900.8,USA,2003,10,4,38
10173,2003-11-05,S18_3136,Vintage Cars,31,89.01,2759.31,Italy,2003,11,4,38
10183,2003-11-13,S18_3136,Vintage Cars,22,100.0,2488.2,USA,2003,11,4,38
10193,2003-11-21,S18_3136,Vintage Cars,23,100.0,2769.89,Australia,2003,11,4,38
10206,2003-12-05,S18_3136,Vintage Cars,30,100.0,3581.4,Canada,2003,12,4,38
10215,2004-01-29,S18_3136,Vintage Cars,49,100.0,5285.14,USA,2004,1,1,38
10228,2004-03-10,S18_3136,Vintage Cars,31,100.0,3181.53,USA,2004,3,1,38
10244,2004-04-29,S18_3136,Vintage Cars,29,100.0,3340.51,Spain,2004,4,2,38
10257,2004-06-14,S18_3136,Vintage Cars,37,84.82,3138.34,USA,2004,6,2,38
10270,2004-07-19,S18_3136,Vintage Cars,38,100.0,4775.08,Australia,2004,7,3,38
10280,2004-08-17,S18_3136,Vintage Cars,29,100.0,3006.43,Italy,2004,8,3,38
10291,2004-09-08,S18_3136,Vintage Cars,23,100.0,2866.26,Sweden,2004,9,3,38
10304,2004-10-11,S18_3136,Vintage Cars,26,85.87,2232.62,France,2004,10,4,38
10312,2004-10-21,S18_3136,Vintage Cars,38,100.0,4457.02,USA,2004,10,4,38
10322,2004-11-04,S18_3136,Vintage Cars,48,47.04,2257.92,USA,2004,11,4,38
10332,2004-11-17,S18_3136,Vintage Cars,40,39.8,1592.0,UK,2004,11,4,38
10347,2004-11-29,S18_3136,Vintage Cars,45,100.0,4948.2,Australia,2004,11,4,38
10357,2004-12-10,S18_3136,Vintage Cars,44,100.0,5160.76,USA,2004,12,4,38
10369,2005-01-20,S18_3136,Vintage Cars,21,94.22,1978.62,USA,2005,1,1,38
10381,2005-02-17,S18_3136,Vintage Cars,35,100.0,4288.2,USA,2005,2,1,38
10392,2005-03-10,S18_3136,Vintage Cars,29,86.92,2520.68,Austria,2005,3,1,38
